转债名称,转债代码,股票日期,股票名称,股票代码,所属行业,转债价格,涨跌_1,盘中套,股价,涨跌_2,转债成交额,转债换手率,转股价格,P/B,股价/转股价,转股价格,转股溢价率,距离转股日,剩余年限,回售年限,余额/市值,余额/股本,转债余额,税前收益率,税后收益率,加权收益率,税前回售收益,税后回售收益,回售价值,纯债价值,期权价值,内在价值,价值溢价,历史波动,隐含波动,预测波动,弹性,涨修正弹,跌修正弹,信用,折现率,热门度
三力转债,128039,2018-06-29,三力士,002224,机械装备制造,112,-0.17,0.17,6.26,0.00,11,3.6, 5.83,2.09,7.4,107.38,4.3,0.0,4.67,2.67,6.2,6.7,2.8,-0.33,-0.74,-0.41,-2.92,-3.11,87.47,84.44,33.31,117.75,-4.9,117.75,10,17,0.75,1.43,0.14,325,6.0,21
新泉转债,113509,2018-06-22,新泉股份,603179,汽车,104.33,0.32,0.67,14.86,2.70,0.3,0.1, 18.89,2.29,-21.3,78.67,32.6,0.0,4.66,2.66,13.3,10.5,4.5,1.32,0.89,1.24,-0.35,-0.58,90.10,88.66,10.83,99.49,4.9,99.49,27,17,0.37,-0.78,1.53,200,5.0,24
新凤转债,113508,2018-05-16,新凤鸣,603225,服装纺织,104.38,-0.10,0.13,11.42,0.18,0.7,0.0,16.83,1.64,-32.1,67.86,53.8,0.0,4.55,2.55,15.8,10.7,21.5,1.75,1.23,1.65,-0.38,-0.62,90.57,90.72,4.56,95.28,9.5,95.28,34,16,0.20,-1.71,2.22,200,5.0,31
 马转债,113507,2018-05-07, 马科技,603668,农业,122.04,0.45,-0.17,8.48,0.36,1.2,2.3, 7.32,2.47,15.8,115.85,5.3,0.0,4.52,2.52,1.5,1.7,0.4,-1.74,-2.24,-1.84,-6.03,-6.25,88.54,87.22,38.51,125.73,-2.9,125.73,13,17,0.80,1.07,0.55,325,6.0,14
金农转债,128036,2018-04-02,金新农,002548,农业,115,-0.43,1.13,10.41,0.77,15,9.0,9.62,2.72,8.2,108.21,6.3,0.0,4.42,2.42,3.3,3.5,1.5,-0.83,-1.28,-0.92,-4.06,-4.30,89.06,86.19,22.16,108.34,6.1,108.34,85,17,0.91,-0.24,2.06,325,6.0,24
利欧转债,128038,2018-04-19,利欧股份,002131,传媒娱乐,107.301,-0.30,-0.03,1.67,-1.18,1.2,0.6, 1.72,1.39,-2.9,97.09,10.5,0.0,4.46,2.46,1.6,1.6,1.8,1.35,0.78,1.24,-1.45,-1.69,90.99,91.95,8.87,100.82,6.4,100.82,80,16,0.27,-0.80,1.35,200,5.0,38
岩土转债,128037,2018-04-25,中化岩土,002542,建筑,96.24,0.25,-0.27,3.86,-0.77,0.5,0.1,8.01,1.84,-51.8,48.19,99.7,0.0,4.44,2.44,8.6,4.1,6.0,3.72,3.16,3.60,2.78,2.52,91.08,91.23,0.69,91.92,4.7,91.92,34,16,0.02,-0.89,0.93,200,5.0,60
敖东转债,127006,2018-05-11,吉林敖东,000623,金融,105.48,0.36,-0.59,15.4,-0.84,2.5,0.1,20.62,0.84,-25.3,74.68,41.2,0.0,4.43,2.43,13.4,10.0,24.1,0.63,0.27,0.55,-1.27,-1.42,91.10,89.42,7.17,96.59,9.2,96.59,31,16,0.27,-1.54,2.17,375,4.5,49
长证转债,127005,2018-04-11,长江证券,000783,金融,116.4,-0.70,0.09,7,-1.13,17,0.3,7.43,1.46,-5.8,94.21,23.6,0.0,4.43,0,12.9,12.2,50.0,-1.35,-1.75,-1.43,0,0,0,92.52,17.37,109.89,5.9,109.89,28,18,0.54,-0.65,1.75,300,4.0,37
星源转债,123009,2018-04-10,星源材质,300568,汽车,114.471,-0.82,-0.24,27.6,-1.57,0.7,0.1,26.64,3.39,3.6,103.60,10.5,0.0,4.42,2.42,7.5,7.8,4.8,-0.85,-1.28,-0.94,-4.02,-4.24,90.96,89.29,25.91,115.19,-0.6,115.19,17,17,0.68,0.58,0.78,200,5.0,14
杭电转债,113505,2018-03-27,杭电股份,603618,能源电力,101.94,0.03,-0.39,5.7,-1.04,0.8,0.1,7.24,1.62,-21.3,78.73,29.5,0.0,4.41,2.41,19.0,15.0,7.5,2.37,1.82,2.26,0.52,0.27,91.19,91.34,8.76,100.10,1.8,100.10,19,16,0.34,-0.26,0.95,200,5.0,55
艾华转债,113504,2018-03-23,艾华集团,603989,电子,108.91,-0.62,-0.57,19.4,-2.27,0.8,0.1, 21.43,3.96,-9.5,90.53,20.3,0.0,4.40,2.40,9.1,8.3,6.9,0.40,-0.06,0.31,-2.06,-2.30,91.24,89.78,16.06,105.84,2.9,105.84,21,16,0.52,-0.30,1.35,200,5.0,19
玲珑转债,113019,2018-03-22,玲珑轮胎,601966,汽车,121.6,-0.98,0.13,20.38,-1.26,10.0,0.4,18.55,2.51,9.9,109.87,10.7,0.0,3.40,1.40,8.2,9.0,20.0,-2.16,-2.83,-2.29,-10.8,-11.0,95.00,97.49,21.82,119.31,1.9,119.31,21,16,0.68,0.20,1.15,375,4.5,16
大族转债,128035,2018-03-05,大族激光,002008,机械装备制造,107,-0.10,-0.48,35.55,-4.69,2.7,0.1,52.30,4.78,-32.0,67.97,57.4,0.0,4.33,2.33,6.1,4.1,23.0,0.30,-0.06,0.23,-0.83,-1.20,93.93,89.81,6.08,95.89,11.6,95.89,36,16,0.12,-1.99,2.38,375,4.5,40
无锡转债,110043,2018-03-14,无锡银行,600908,金融,103.94,-0.14,-0.63,5.24,-2.06,8.0,0.3, 6.52,0.93,-19.6,80.37,29.3,0.0,4.32,0,31.0,24.9,30.0,1.26,0.83,1.17,0,0,0,90.92,10.12,101.05,2.9,101.05,23,18,0.38,-0.36,1.11,375,4.5,64
江银转债,128034,2018-02-14,江阴银行,002807,金融,106.11,-0.23,-0.50,4.33,-1.37,2.4,0.1, 4.68,0.88,-7.5,92.52,14.7,0.0,4.30,0,18.7,17.3,17.6,0.77,0.35,0.68,0,0,0,90.97,16.99,107.96,-1.7,107.96,16,18,0.53,0.71,0.37,375,4.5,59
道氏转债,123007,2018-01-26,道氏技术,300409,建筑,105.91,-0.11,-0.63,12.18,-1.85,3.2,1.0, 15.05,2.45,-19.1,80.93,30.9,0.0,4.23,2.23,5.4,4.4,3.0,1.36,0.83,1.26,-0.95,-1.24,90.21,88.07,11.74,99.81,6.1,99.81,25,16,0.40,-1.10,1.94,325,6.0,21
迪龙转债,128033,2018-01-29,雪迪龙,002658,城市公用设施,102.31,0.12,-0.73,7.04,-1.81,0.6,0.1, 8.93,2.20,-21.2,78.84,29.8,0.0,4.22,2.22,12.2,9.6,5.2,1.83,1.36,1.74,0.30,0.05,91.81,90.14,9.57,99.71,2.6,99.71,21,17,0.34,-0.34,1.01,200,5.0,54
吉视转债,113017,2018-01-15,吉视传媒,601929,传媒娱乐,101.29,0.04,-0.14,2.14,-0.47,0.4,0.0,2.95,1.00,-27.5,72.54,39.6,0.0,4.22,2.22,23.4,17.0,15.6,2.08,1.61,1.99,0.73,0.48,92.85,91.93,5.39,97.32,4.1,97.32,24,16,0.23,-0.63,1.08,375,4.5,27
航电转债,110042,2018-01-15,中航电子,600372, 航空航,116.21,-0.34,-0.08,14.2,-0.70,6.9,0.2,14.18,3.49,0.1,100.14,16.0,0.0,4.22,2.22,9.6,9.6,24.0,-1.36,-1.79,-1.45,-4.86,-5.11,94.16,93.39,19.27,112.66,3.1,112.66,22,16,0.61,-0.09,1.30,300,4.0,16
蒙电转债,110041,2018-01-09,内蒙华电,600863,能源电力,118.55,-0.29,-2.27,2.98,-3.87,10,0.5,2.82,1.54,5.7,105.67,12.2,0.0,4.21,2.21,10.8,11.4,18.7,-1.61,-2.07,-1.70,-5.65,-5.90,94.29,94.37,22.60,116.97,1.3,116.97,16,16,0.66,0.35,0.97,300,4.0,14
双环转债,128032,2018-01-25,双环传动,002472,机械装备制造,95.85,-0.16,0.08,5.21,-2.98,1.4,0.2,9.93,1.05,-47.5,52.47,82.7,0.0,4.22,2.22,28.0,14.7,10.0,3.57,3.07,3.47,3.22,2.93,92.06,90.60,2.22,92.82,3.3,92.82,30,16,0.03,-0.62,0.66,200,5.0,37
 康转债,128030,2018-01-29, 康生物,002100,农业,118,0.05,1.13,8.92,1.59,13,1.8,8.05,2.56,10.8,110.81,6.5,0.0,4.21,2.21,6.7,7.4,6.0,-1.09,-1.63,-1.19,-5.49,-5.74,92.10,92.26,28.83,121.09,-2.6,121.09,15,16,0.73,1.06,0.43,200,5.0,12
太阳转债,128029,2018-01-16,太阳纸业,002078,造纸包装印刷,114.159,-0.30,1.30,7.93,2.19,0.0,0.0,8.65,1.58,-8.3,91.68,24.5,0.0,3.21,1.21,5.8,5.3,12.0,-1.65,-2.12,-1.74,-8.24,-8.42,95.52,94.19,11.11,105.30,8.4,105.30,34,16,0.46,-1.21,2.20,375,4.5,10
赣锋转债,128028,2018-01-19,赣锋锂业,002460,有色金属,101.7,-0.03,-0.03,22.56,-1.70,1.5,0.2,42.28,3.81,-46.6,53.36,90.6,0.0,4.21,2.21,3.2,1.7,9.3,1.87,1.42,1.78,0.35,0.14,91.43,89.75,2.60,92.36,10.1,92.36,45,17,0.04,-1.82,1.99,200,5.0,20
铁汉转债,123004,2018-01-26,铁汉生态,300197,城市公用设施,101.417,-0.08,-0.23,3.16,-0.94,0.3,0.0, 3.98,1.15,-20.6,79.40,27.7,0.0,4.20,2.20,11.2,8.9,8.3,2.06,1.59,1.97,0.68,0.43,91.92,90.25,8.50,98.75,2.7,98.75,20,15,0.33,-0.39,1.05,200,5.0,42
崇达转债,128027,2018-01-22,崇达技术,002815,电子,125.258,-1.91,-0.58,18.41,-2.49,16,8.7,14.76,5.54,24.7,124.73,0.4,0.0,4.19,2.19,0.9,1.1,1.4,-2.94,-3.39,-3.03,-7.92,-8.16,92.18,90.72,34.01,124.73,0.4,124.73,2,16,1.00,0.91,1.08,200,5.0,16
泰晶转债,113503,2018-01-02,泰晶科技,603738,电子,121.87,1.84,-2.32,20.15,-0.64,160,206,17.90,5.05,12.6,112.57,8.3,0.0,4.19,2.19,2.0,2.2,0.6,-1.85,-2.39,-1.95,-6.80,-7.05,92.28,92.45,30.16,122.60,-0.6,122.60,12,16,0.75,0.66,0.84,200,5.0,35
众兴转债,128026,2018-01-03,众兴菌业,002772,农业,94,-0.01,-0.05,6.83,-0.87,7.7,0.9, 11.54,1.03,-40.8,59.19,58.8,0.0,4.18,2.18,36.6,21.7,9.2,4.13,3.60,4.02,4.18,3.88,90.29,87.39,4.24,91.63,2.6,91.63,25,16,0.07,-0.52,0.64,325,6.0,60
蓝思转债,123003,2018-01-17,蓝思科技,300433,电子,113.8,-1.47,-3.46,10.3,-8.20,58,1.0, 10.44,2.56,-1.3,98.66,15.3,0.0,4.17,2.17,11.9,11.7,48.0,-0.76,-1.21,-0.85,-4.19,-4.43,93.07,92.14,19.06,111.20,2.3,111.20,14,16,0.60,-0.00,1.21,375,4.5,41
特一转债,128025,2017-12-28,特一药业,002728,医药,111.905,0.82,0.64,16.53,1.97,2.2,0.6, 15.45,3.29,7.0,106.99,4.6,0.0,4.16,2.16,10.2,10.9,3.4,-0.35,-0.81,-0.44,-3.50,-3.74,90.08,86.97,30.46,117.43,-4.7,117.43,11,17,0.74,1.41,0.13,325,6.0,33
亚太转债,128023,2017-12-26,亚太股份,002284,汽车,94.58,0.22,-0.25,4.83,-1.63,0.9,0.1,10.34,1.39,-53.3,46.71,102,0.0,4,2,28.1,13.1,10.0,4.42,3.82,4.30,3.90,3.61,92.32,92.48,0.49,92.97,1.7,92.97,28,17,0.02,-0.33,0.36,200,5.0,56
众信转债,128022,2017-12-28,众信旅游,002707,旅游餐饮酒店,100.901,-0.23,0.11,5.33,-0.74,0.8,0.1, 7.91,2.05,-32.6,67.38,49.7,0.0,4,2,14.9,10.1,7.0,2.21,1.73,2.12,0.92,0.66,92.13,90.45,5.17,95.63,5.5,95.63,29,17,0.16,-0.99,1.33,200,5.0,17
兄弟转债,128021,2017-12-27,兄弟科技,002562,医药,109.567,-0.22,0.55,4.8,0.63,0.4,0.1, 5.25,2.01,-8.6,91.43,19.8,0.0,4,2,11.7,10.7,5.1,0.16,-0.30,0.07,-2.64,-2.89,92.17,90.49,15.68,106.17,3.2,106.17,23,16,0.52,-0.34,1.39,200,5.0,26
国祯转债,123002,2017-12-25,国祯环保,300388,城市公用设施,128.888,0.46,3.09,10.74,4.17,18,2.8, 8.60,2.65,24.9,124.88,3.2,0.0,4,2,6.9,8.6,5.0,-3.77,-4.20,-3.85,-9.35,-9.57,92.22,90.54,41.41,131.95,-2.3,131.95,19,16,0.85,1.21,0.52,200,5.0,11
水晶转债,128020,2017-12-12,水晶光电,002273,电子,124.9,-3.47,-4.42,14.67,-9.72,80,5.6, 12.23,3.36,20.0,119.95,4.1,0.0,4,2,6.9,8.3,11.3,-2.74,-3.24,-2.84,-8.36,-8.54,91.81,91.63,35.79,127.42,-2.0,127.42,2,16,0.81,1.08,0.57,200,5.0,21
济川转债,110038,2017-11-29,济川药业,600566,医药,108.27,-0.03,0.17,28.32,0.82,0.1,0.0,38.81,4.31,-27.0,72.97,48.4,0.0,3,1,2.7,2.0,6.3,0.16,-0.37,0.05,-4.94,-5.17,95.48,93.71,2.94,96.65,12.0,96.65,37,15,0.17,-2.06,2.57,200,5.0,31
嘉澳转债,113502,2017-11-27,嘉澳环保,603822,城市公用设施,98.36,0.02,-0.04,23.85,-0.42,0.4,0.2,45.04,2.42,-47.0,52.95,85.7,0.0,4,2,10.6,5.6,1.9,3.50,2.90,3.38,2.26,1.95,90.77,89.43,2.52,91.95,7.0,91.95,40,17,0.04,-1.29,1.39,325,6.0,44
久立转2,128019,2017-12-01,久立特材,002318, 石油然气化工,112.5,0.22,-0.68,7.65,-0.78,0.7,0.1,7.92,2.20,-3.4,96.59,16.5,0.0,4,2,16.2,15.6,10.4,-0.49,-0.95,-0.58,-3.85,-4.10,92.41,90.73,19.45,110.18,2.1,110.18,20,17,0.58,-0.04,1.20,200,5.0,21
时达转债,128018,2017-12-04,新时达,002527,机械装备制造,97.331,0.22,-0.35,5.1,-0.78,0.5,0.1, 7.45,1.25,-31.5,68.46,42.2,0.0,4,2,27.8,19.0,8.8,3.30,2.78,3.19,2.71,2.41,92.66,91.19,4.69,95.88,1.5,95.88,20,16,0.16,-0.23,0.55,200,5.0,51
小康转债,113016,2017-11-21,小康股份,601127,汽车,99.78,0.27,-0.03,12.8,0.95,0.9,0.1, 17.12,2.56,-25.2,74.77,33.5,0.0,4,2,7.3,5.5,8.8,2.66,2.14,2.55,1.57,1.27,92.66,91.19,6.79,97.98,1.8,97.98,21,16,0.26,-0.24,0.75,200,5.0,39
金禾转债,128017,2017-11-27,金禾实业,002597, 石油然气化工,114.65,0.35,0.61,19.9,2.16,0.1,0.0,22.96,2.87,-13.3,86.67,32.3,0.0,4,2,5.4,4.7,6.0,-0.96,-1.43,-1.06,-4.70,-4.95,92.50,90.81,13.17,103.98,10.3,103.98,35,17,0.45,-1.62,2.65,200,5.0,21
林洋转债,113014,2017-11-13,林洋能源,601222,能源电力,99.77,-0.10,0.10,4.76,0.00,0.8,0.0,8.59,0.86,-44.6,55.41,80.0,0.0,4,2,35.9,19.9,30.0,2.68,2.16,2.58,1.59,1.29,92.79,91.31,2.37,93.69,6.5,93.69,38,16,0.04,-1.19,1.28,200,5.0,26
雨虹转债,128016,2017-10-20,东方雨虹,002271,建筑,115.037,-0.40,0.81,21.02,0.77,3.9,0.2,22.33,3.92,-5.9,94.13,22.2,0.0,3.97,1.97,5.9,5.5,18.4,-1.19,-1.64,-1.28,-5.27,-5.48,93.40,92.47,15.36,107.83,6.7,107.83,29,16,0.54,-0.88,2.00,375,4.5,21
国君转债,113013,2017-07-24,国泰君安,601211,金融,117.64,-0.93,-0.35,17.57,-2.77,9.2,0.1,19.40,1.33,-9.4,90.57,29.9,0.0,3.75,0,4.5,4.1,70.0,-1.98,-2.42,-2.07,0,0,0,94.62,12.30,106.93,10.0,106.93,30,17,0.46,-1.46,2.49,300,4.0,26
久其转债,128015,2017-07-18,久其软件,002279,计算机及应用,95.65,0.40,-0.59,6.11,-1.77,2.8,0.4, 9.48,4.99,-35.5,64.45,48.4,0.0,3.67,1.67,17.9,11.6,7.8,4.42,3.79,4.30,3.89,3.60,89.87,86.15,6.02,92.17,3.8,92.17,25,17,0.10,-0.78,0.99,275,7.5,76
模塑转债,127004,2017-08-16,模塑科技,000700,汽车,95.695,0.21,-0.33,3.74,-6.73,4.2,0.5,7.59,1.36,-50.7,49.28,94.2,0.0,3.66,1.66,26.5,13.1,8.2,5.08,4.33,4.93,4.04,3.72,94.12,95.97,0.31,96.27,-0.6,96.27,2,17,0.02,0.12,-0.08,200,5.0,93
永东转债,128014,2017-07-18,永东股份,002753, 石油然气化工,100.102,-0.04,0.04,8.03,0.12,0.3,0.1,13.28,1.97,-39.5,60.47,65.5,0.0,3.53,1.53,12.6,7.6,3.4,3.38,2.71,3.25,1.59,1.26,93.20,91.82,2.93,94.75,5.6,94.75,35,17,0.06,-1.04,1.18,325,6.0,49
骆驼转债,113012,2017-07-18,骆驼股份,601311,汽车,102.75,-0.12,-0.09,9.09,-1.84,0.4,0.1, 13.29,1.26,-31.6,68.40,50.2,0.0,3.46,1.46,6.5,4.4,5.1,1.70,1.21,1.60,-0.12,-0.43,94.77,92.19,4.17,96.36,6.6,96.36,32,16,0.11,-1.18,1.43,200,5.0,23
光大转债,113011,2017-07-18,光大银行,601818,金融,113.95,-0.18,-0.95,3.94,-1.99,64,0.2,3.97,0.69,-0.8,99.24,14.8,0.0,3.44,0,14.5,14.4,300.0,-1.23,-1.72,-1.33,0,0,0,95.77,15.87,111.64,2.1,111.64,19,16,0.57,0.11,1.03,300,4.0,29
洪涛转债,128013,2016-08-23,洪涛股份,002325,建筑,98.9,0.41,-0.41,3.07,1.66,11,0.9,9.97,1.21,-69.2,30.79,221,0.0,2.81,0.81,31.3,9.6,12.0,4.36,3.58,4.21,3.01,2.63,97.07,97.25,0.45,97.70,1.2,97.70,32,16,0.00,-0.24,0.23,200,5.0,89
海印转债,127003,2016-07-01,海印股份,000861,商业零售,108.111,-0.24,-0.38,2.87,-1.37,3.2,0.3, 3.01,1.87,-4.7,95.35,13.4,0.0,2.67,0.67,14.7,14.0,9.4,1.80,0.88,1.62,-6.94,-7.33,97.73,99.67,10.35,110.02,-1.7,110.02,14,16,0.45,0.68,0.25,200,5.0,100
辉丰转债,128012,2016-05-17,辉丰股份,002496, 石油然气化工,98.56,0.37,-0.37,2.93,3.17,5.4,0.7,7.71,1.43,-62.0,38.00,159,0.0,2.54,0.54,19.1,7.3,8.4,2.80,2.35,2.71,8.36,7.09,99.12,88.13,12.05,100.17,-1.6,100.17,2,17,0.00,0.33,-0.31,275,7.5,93
顺昌转债,128010,2016-02-23,澳洋顺昌,002245,交通运输,103.116,0.12,-0.12,3.53,-1.12,0.2,0.0,9.26,1.77,-61.9,38.12,170,0.0,2.29,0.29,14.7,5.6,5.1,3.41,2.47,3.22,-2.63,-3.40,99.62,99.63,0.65,100.28,2.8,100.28,49,17,0.00,-0.55,0.54,200,5.0,36
广汽转债,113009,2016-02-04,广汽集团,601238,汽车,114.88,-0.54,0.54,12.27,0.00,0.0,0.0,14.41,1.60,-14.9,85.15,34.9,0.0,2.29,0.29,2.0,1.7,25.5,-2.30,-3.01,-2.44,-26.5,-27.2,99.94,99.78,3.88,103.66,10.8,103.66,36,15,0.26,-1.72,2.35,300,4.0,15
九州转债,110034,2016-01-29,九州通,600998,医药,106.93,0.55,-0.63,14.27,-0.83,6.3,0.4,18.32,1.67,-22.1,77.89,37.3,0.0,2.27,0.27,5.6,4.4,15.0,1.43,0.57,1.26,-6.53,-8.07,101.81,100.00,2.11,102.11,4.7,102.11,25,15,0.08,-0.79,0.95,375,4.5,29
国贸转债,110033,2016-01-19,厦门国贸,600755,交通运输,110.88,-0.04,-0.08,7.34,-0.41,0.3,0.0,8.34,1.07,-12.0,88.01,26.0,0.0,2.25,0.25,11.0,9.7,14.6,0.09,-0.82,-0.09,-21.6,-22.3,100.06,101.88,4.24,106.13,4.5,106.13,26,15,0.28,-0.59,1.15,300,4.0,19
蓝标转债,123001,2016-01-18,蓝色光标,300058,传媒娱乐,140.193,-0.38,-1.11,5.93,-1.50,4.3,259, 4.28,1.71,38.6,138.55,1.2,0.0,2.20,0.20,0.0,0.0,0.0,-10.1,-10.9,-10.3,-80.5,-81.2,100.02,100.19,38.36,138.55,1.2,138.55,42,17,1.00,0.75,1.24,200,5.0,29
航信转债,110031,2015-06-30, 航信息,600271,计算机及应用,110.69,0.88,-0.88,20.95,-1.04,4.7,0.2,41.94,3.67,-50.0,49.95,122,0.0,1.68,0,6.1,3.1,24.0,-1.19,-2.12,-1.38,0,0,100.23,101.63,0.00,101.63,8.9,101.63,67,17,0.00,-1.64,1.69,300,4.0,21
电气转债,113008,2015-02-16,上海电气,601727,能源电力,115.49,0.08,-0.08,5.02,0.00,1.3,0.0, 5.13,1.24,-2.1,97.86,18.0,0.0,1.32,0,5.9,5.7,44.7,-4.91,-5.99,-5.13,0,0,103.00,103.33,5.53,108.86,6.1,108.86,33,16,0.39,-0.72,1.52,300,3.5,23
格力转债,110030,2015-01-13,格力地产,600185,地产,112.69,2.19,-2.19,5.37,3.67,27,5.8, 6.94,1.40,-22.6,77.38,45.6,0.0,0.22,0,3.8,3.0,4.2,-24.6,-28.4,-25.3,0,0,103.00,105.10,0.00,105.10,7.2,105.10,86,16,0.00,-1.35,1.37,200,4.0,13
